Date,Gender,GameID,Team1,Team2,SchoolClass,SchoolRegion,SchoolDivision,OppDiv,GameNum,Rank,RecordText,GamesPlayed,GamesScheduled,PI,TI,Result,Winner,Loser,WinPoints,OppPreliminaryIndex,WinFlag,LossFlag,TieFlag,HomeTeam,AwayTeam,HomeScore,AwayScore,ScrapedAt
1/6/2026,Girls,19897,Vinalhaven,North Haven Community,S,South,South-S,South-S,10,3,13-3-0 (0.813),16,17,24.823529,58.89849765,win,Vinalhaven,North Haven Community,32,16.25,X,,,Vinalhaven,North Haven Community,46,32,2026-02-02T11:38:32Z
12/12/2025,Girls,19906,Mount Abram,Monmouth Academy,D,South,South-D,South-D,3,1,15-3-0 (0.833),18,18,29,99.93826667,win,Mount Abram,Monmouth Academy,34,15.444444,X,,,Mount Abram,Monmouth Academy,35,32,2026-02-02T11:38:32Z
12/17/2025,Girls,19908,Mount Abram,Hall-Dale HS,D,South,South-D,South-C,5,1,15-3-0 (0.833),18,18,29,99.93826667,win,Mount Abram,Hall-Dale HS,36,7.777777,X,,,Hall-Dale HS,Mount Abram,25,49,2026-02-02T11:38:32Z
1/3/2026,Girls,19911,Mount Abram,Oak Hill,D,South,South-D,South-C,8,1,15-3-0 (0.833),18,18,29,99.93826667,win,Mount Abram,Oak Hill,36,23.666666,X,,,Mount Abram,Oak Hill,50,40,2026-02-02T11:38:32Z
12/30/2025,Girls,19913,Mount Abram,Madison Area Memorial Senior,D,South,South-D,South-D,6,1,15-3-0 (0.833),18,18,29,99.93826667,win,Mount Abram,Madison Area Memorial Senior,34,15.666666,X,,,Mount Abram,Madison Area Memorial Senior,48,29,2026-02-02T11:38:32Z
1/13/2026,Girls,19922,Mount Abram,Lisbon,D,South,South-D,South-C,11,1,15-3-0 (0.833),18,18,29,99.93826667,win,Mount Abram,Lisbon,36,4.111111,X,,,Mount Abram,Lisbon,63,24,2026-02-02T11:38:32Z
1/23/2026,Girls,19924,Mount Abram,Richmond HS,D,South,South-D,South-D,15,1,15-3-0 (0.833),18,18,29,99.93826667,win,Mount Abram,Richmond HS,34,3.777777,X,,,Richmond HS,Mount Abram,20,63,2026-02-02T11:38:32Z
1/30/2026,Girls,19926,Mount Abram,Boothbay Region,D,South,South-D,South-D,17,1,15-3-0 (0.833),18,18,29,99.93826667,win,Mount Abram,Boothbay Region,34,9.777777,X,,,Mount Abram,Boothbay Region,77,28,2026-02-02T11:38:32Z
1/31/2026,Girls,19943,Mount Abram,Dirigo,D,South,South-D,South-C,18,1,15-3-0 (0.833),18,18,29,99.93826667,win,Mount Abram,Dirigo,36,15.444444,X,,,Dirigo,Mount Abram,48,63,2026-02-02T11:38:32Z
1/16/2026,Girls,19946,George Stevens Academy,Bucksport,C,North,North-C,North-C,13,2,15-2-0 (0.882),17,18,29.333333,110.6172806,win,George Stevens Academy,Bucksport,36,10.222222,X,,,Bucksport,George Stevens Academy,37,50,2026-02-02T11:38:32Z
2/4/2026,Girls,19952,Sumner Memorial,Bucksport,C,North,North-C,North-C,17,7,7-9-0 (0.438),16,18,13.444444,39.1358,normal,,,,,,,,Sumner Memorial,Bucksport,,,2026-02-02T11:38:32Z
1/10/2026,Girls,19959,Vinalhaven,Temple Academy,S,South,South-S,South-S,11,3,13-3-0 (0.813),16,17,24.823529,58.89849765,win,Vinalhaven,Temple Academy,32,18,X,,,Vinalhaven,Temple Academy,34,31,2026-02-02T11:38:32Z
1/19/2026,Girls,19962,Vinalhaven,Wiscasset HS,S,South,South-S,South-D,14,3,13-3-0 (0.813),16,17,24.823529,58.89849765,win,Vinalhaven,Wiscasset HS,34,3.666666,X,,,Vinalhaven,Wiscasset HS,50,26,2026-02-02T11:38:32Z
1/3/2026,Girls,19967,Vinalhaven,Islesboro Central,S,South,South-S,South-S,9,3,13-3-0 (0.813),16,17,24.823529,58.89849765,win,Vinalhaven,Islesboro Central,32,1,X,,,Islesboro Central,Vinalhaven,11,47,2026-02-02T11:38:32Z
2/3/2026,Girls,19969,Vinalhaven,North Haven Community,S,South,South-S,South-S,17,3,13-3-0 (0.813),16,17,24.823529,58.89849765,normal,,,,,,,,Vinalhaven,North Haven Community,,,2026-02-02T11:38:32Z
12/19/2025,Girls,19971,Vinalhaven,Temple Academy,S,South,South-S,South-S,7,3,13-3-0 (0.813),16,17,24.823529,58.89849765,win,Vinalhaven,Temple Academy,32,18,X,,,Temple Academy,Vinalhaven,22,28,2026-02-02T11:38:32Z
12/19/2025,Boys,19977,Temple Academy,Vinalhaven,S,South,South-S,South-S,7,6,4-13-0 (0.235),17,18,7.111111,12.64342667,win,Temple Academy,Vinalhaven,32,10,X,,,Temple Academy,Vinalhaven,49,33,2026-02-02T11:38:32Z
1/3/2026,Boys,19980,Islesboro Central,Vinalhaven,S,South,South-S,South-S,8,4,7-8-0 (0.467),15,16,14,30.66993313,win,Islesboro Central,Vinalhaven,32,10,X,,,Islesboro Central,Vinalhaven,77,29,2026-02-02T11:38:32Z
1/13/2026,Girls,19990,North Haven Community,Islesboro Central,S,South,South-S,South-S,8,6,8-6-0 (0.571),14,16,16.25,26.3031025,win,North Haven Community,Islesboro Central,32,1,X,,,North Haven Community,Islesboro Central,55,17,2026-02-02T11:38:32Z
12/30/2025,Girls,19992,North Haven Community,Temple Academy,S,South,South-S,South-S,5,6,8-6-0 (0.571),14,16,16.25,26.3031025,win,North Haven Community,Temple Academy,32,18,X,,,Temple Academy,North Haven Community,38,43,2026-02-02T11:38:32Z
12/6/2025,Girls,19994,North Haven Community,Wiscasset HS,S,South,South-S,South-D,1,6,8-6-0 (0.571),14,16,16.25,26.3031025,win,North Haven Community,Wiscasset HS,34,3.666666,X,,,North Haven Community,Wiscasset HS,42,28,2026-02-02T11:38:32Z
1/31/2026,Girls,19997,North Haven Community,Islesboro Central,S,South,South-S,South-S,14,6,8-6-0 (0.571),14,16,16.25,26.3031025,win,North Haven Community,Islesboro Central,32,1,X,,,Islesboro Central,North Haven Community,22,56,2026-02-02T11:38:32Z
1/9/2026,Girls,20002,Carrabec,Dirigo,D,South,South-D,South-C,10,3,14-3-0 (0.824),17,18,25.888888,80.65359056,win,Carrabec,Dirigo,36,15.444444,X,,,Carrabec,Dirigo,69,60,2026-02-02T11:38:32Z
1/14/2026,Boys,20035,Temple Academy,Rangeley Lakes Regional,S,South,South-S,South-S,13,6,4-13-0 (0.235),17,18,7.111111,12.64342667,win,Temple Academy,Rangeley Lakes Regional,32,5.647058,X,,,Temple Academy,Rangeley Lakes Regional,35,28,2026-02-02T11:38:32Z
12/6/2025,Boys,20072,Fort Kent Community,John Bapst Memorial,C,North,North-C,North-B,1,2,11-5-0 (0.688),16,18,21.666666,112.0987633,win,Fort Kent Community,John Bapst Memorial,38,8.444444,X,,,Fort Kent Community,John Bapst Memorial,68,56,2026-02-02T11:38:32Z
12/10/2025,Boys,20079,Caribou,Fort Kent Community,C,North,North-C,North-C,2,1,14-3-0 (0.824),17,18,28.333333,137.4691333,win,Caribou,Fort Kent Community,36,21.666666,X,,,Fort Kent Community,Caribou,66,70,2026-02-02T11:38:32Z
12/13/2025,Boys,20081,Fort Kent Community,Stearns Sr.,C,North,North-C,North-D,3,2,11-5-0 (0.688),16,18,21.666666,112.0987633,win,Fort Kent Community,Stearns Sr.,34,19,X,,,Fort Kent Community,Stearns Sr.,75,54,2026-02-02T11:38:32Z
12/17/2025,Boys,20083,Fort Kent Community,Presque Isle,C,North,North-C,North-B,4,2,11-5-0 (0.688),16,18,21.666666,112.0987633,win,Fort Kent Community,Presque Isle,38,18.666666,X,,,Fort Kent Community,Presque Isle,76,67,2026-02-02T11:38:32Z
2/5/2026,Boys,20085,Fort Kent Community,Houlton HS,C,North,North-C,North-C,18,2,11-5-0 (0.688),16,18,21.666666,112.0987633,normal,,,,,,,,Fort Kent Community,Houlton HS,,,2026-02-02T11:38:32Z
12/6/2025,Girls,20087,John Bapst Memorial,Fort Kent Community,B,North,North-B,North-C,1,10,8-9-0 (0.471),17,18,16.777777,45.67901111,win,John Bapst Memorial,Fort Kent Community,36,5.666666,X,,,Fort Kent Community,John Bapst Memorial,20,79,2026-02-02T11:38:32Z
12/10/2025,Girls,20090,Caribou,Fort Kent Community,C,North,North-C,North-C,2,5,9-8-0 (0.529),17,18,18,55.18518333,win,Caribou,Fort Kent Community,36,5.666666,X,,,Fort Kent Community,Caribou,18,67,2026-02-02T11:38:32Z
12/17/2025,Girls,20092,Presque Isle,Fort Kent Community,B,North,North-B,North-C,4,4,12-5-0 (0.706),17,18,25,95.61728056,win,Presque Isle,Fort Kent Community,36,5.666666,X,,,Fort Kent Community,Presque Isle,18,69,2026-02-02T11:38:32Z
2/5/2026,Girls,20094,Houlton HS,Fort Kent Community,C,North,North-C,North-C,18,9,4-13-0 (0.235),17,18,7.888888,25.925925,normal,,,,,,,,Houlton HS,Fort Kent Community,,,2026-02-02T11:38:32Z
1/30/2026,Boys,20109,Messalonskee,Lawrence,A,North,North-A,North-B,16,11,4-12-0 (0.250),16,18,8.666666,20.37036944,win,Messalonskee,Lawrence,38,6.333333,X,,,Lawrence,Messalonskee,68,83,2026-02-02T11:38:32Z
2/5/2026,Boys,20172,Erskine Academy,Lawrence,B,North,North-B,North-B,18,6,12-4-0 (0.750),16,18,24.777777,67.65431889,normal,,,,,,,,Erskine Academy,Lawrence,,,2026-02-02T11:38:32Z
12/30/2025,Girls,20176,Lawrence,Erskine Academy,B,North,North-B,North-B,6,6,11-5-0 (0.688),16,18,23.555555,88.148145,win,Lawrence,Erskine Academy,38,26.888888,X,,,Erskine Academy,Lawrence,41,68,2026-02-02T11:38:32Z
1/30/2026,Girls,20178,Lawrence,Messalonskee,B,North,North-B,North-A,16,6,11-5-0 (0.688),16,18,23.555555,88.148145,win,Lawrence,Messalonskee,40,6.666666,X,,,Lawrence,Messalonskee,63,46,2026-02-02T11:38:32Z
2/5/2026,Girls,20182,Lawrence,Erskine Academy,B,North,North-B,North-B,18,6,11-5-0 (0.688),16,18,23.555555,88.148145,normal,,,,,,,,Lawrence,Erskine Academy,,,2026-02-02T11:38:32Z
1/17/2026,Girls,20187,Stearns Sr.,Fort Kent Community,D,North,North-D,North-C,11,8,7-9-0 (0.438),16,18,13.555555,29.69135667,win,Stearns Sr.,Fort Kent Community,36,5.666666,X,,,Stearns Sr.,Fort Kent Community,57,30,2026-02-02T11:38:32Z
1/17/2026,Boys,20189,Fort Kent Community,Stearns Sr.,C,North,North-C,North-D,12,2,11-5-0 (0.688),16,18,21.666666,112.0987633,win,Fort Kent Community,Stearns Sr.,34,19,X,,,Stearns Sr.,Fort Kent Community,55,80,2026-02-02T11:38:32Z
1/20/2026,Boys,20195,Shead,Narraguagus Sr,S,North,North-S,North-D,13,4,8-9-0 (0.471),17,18,14.888888,34.81481222,win,Shead,Narraguagus Sr,34,16.888888,X,,,Shead,Narraguagus Sr,59,53,2026-02-02T11:38:32Z
12/9/2025,Boys,20199,Piscataquis Community,Penquis Valley HS,D,North,North-D,North-D,3,12,7-9-0 (0.438),16,18,13.222222,36.97530611,win,Piscataquis Community,Penquis Valley HS,34,3.777777,X,,,Piscataquis Community,Penquis Valley HS,56,42,2026-02-02T11:38:32Z
12/18/2025,Boys,20201,Penobscot Valley,Piscataquis Community,D,North,North-D,North-D,5,9,10-7-0 (0.588),17,18,19.333333,62.65431722,win,Penobscot Valley,Piscataquis Community,34,13.222222,X,,,Piscataquis Community,Penobscot Valley,32,45,2026-02-02T11:38:32Z
1/12/2026,Boys,20203,Piscataquis Community,Penobscot Valley,D,North,North-D,North-D,11,12,7-9-0 (0.438),16,18,13.222222,36.97530611,win,Piscataquis Community,Penobscot Valley,34,19.333333,X,,,Penobscot Valley,Piscataquis Community,41,50,2026-02-02T11:38:32Z
1/20/2026,Boys,20205,Bangor Christian,Piscataquis Community,D,North,North-D,North-D,14,3,15-2-0 (0.882),17,18,27.777777,114.9382678,win,Bangor Christian,Piscataquis Community,34,13.222222,X,,,Piscataquis Community,Bangor Christian,46,68,2026-02-02T11:38:32Z
1/22/2026,Boys,20207,Central,Piscataquis Community,C,North,North-C,North-D,14,13,4-12-0 (0.250),16,18,7.777777,19.19753,win,Central,Piscataquis Community,34,13.222222,X,,,Piscataquis Community,Central,46,50,2026-02-02T11:38:32Z
1/23/2026,Boys,20209,Stearns Sr.,Piscataquis Community,D,North,North-D,North-D,15,10,10-6-0 (0.625),16,18,19,54.44444167,win,Stearns Sr.,Piscataquis Community,34,13.222222,X,,,Piscataquis Community,Stearns Sr.,41,53,2026-02-02T11:38:32Z
2/3/2026,Boys,20215,Piscataquis Community,Penquis Valley HS,D,North,North-D,North-D,17,12,7-9-0 (0.438),16,18,13.222222,36.97530611,normal,,,,,,,,Piscataquis Community,Penquis Valley HS,,,2026-02-02T11:38:32Z
1/22/2026,Boys,20221,Telstar Regional,Wiscasset HS,D,South,South-D,South-D,15,7,6-12-0 (0.333),18,18,11.111111,46.91357889,win,Telstar Regional,Wiscasset HS,34,20,X,,,Telstar Regional,Wiscasset HS,70,59,2026-02-02T11:38:32Z
12/5/2025,Girls,20443,Leavitt Area,Lincoln Academy,B,South,South-B,South-B,1,9,7-9-0 (0.438),16,18,14.777777,45.925925,win,Leavitt Area,Lincoln Academy,38,10.444444,X,,,Leavitt Area,Lincoln Academy,46,37,2026-02-02T11:38:32Z
1/19/2026,Girls,20449,Greely,Leavitt Area,B,South,South-B,South-B,13,4,12-4-0 (0.750),16,18,25.333333,91.85185,win,Greely,Leavitt Area,38,14.777777,X,,,Leavitt Area,Greely,17,53,2026-02-02T11:38:32Z
1/23/2026,Girls,20451,Leavitt Area,Oak Hill,B,South,South-B,South-C,14,9,7-9-0 (0.438),16,18,14.777777,45.925925,win,Leavitt Area,Oak Hill,36,23.666666,X,,,Leavitt Area,Oak Hill,44,23,2026-02-02T11:38:32Z
2/3/2026,Girls,20465,Leavitt Area,Medomak Valley,B,South,South-B,South-B,17,9,7-9-0 (0.438),16,18,14.777777,45.925925,normal,,,,,,,,Leavitt Area,Medomak Valley,,,2026-02-02T11:38:32Z
12/15/2025,Boys,20482,Katahdin HS,Ashland District,S,North,North-S,North-S,3,3,9-8-0 (0.529),17,18,16.222222,41.41975056,win,Katahdin HS,Ashland District,32,1,X,,,Ashland District,Katahdin HS,9,72,2026-02-02T11:38:32Z
12/17/2025,Boys,20484,Wisdom HS,Ashland District,S,North,North-S,North-S,4,6,5-12-0 (0.294),17,18,8.888888,10.49382667,win,Wisdom HS,Ashland District,32,1,X,,,Wisdom HS,Ashland District,79,10,2026-02-02T11:38:32Z
1/8/2026,Boys,20486,Katahdin HS,Ashland District,S,North,North-S,North-S,10,3,9-8-0 (0.529),17,18,16.222222,41.41975056,win,Katahdin HS,Ashland District,32,1,X,,,Katahdin HS,Ashland District,89,13,2026-02-02T11:38:32Z
1/13/2026,Boys,20488,Wisdom HS,Ashland District,S,North,North-S,North-S,13,6,5-12-0 (0.294),17,18,8.888888,10.49382667,win,Wisdom HS,Ashland District,32,1,X,,,Ashland District,Wisdom HS,22,70,2026-02-02T11:38:32Z
12/30/2025,Boys,20490,East Grand,Ashland District,S,North,North-S,North-S,6,9,2-14-0 (0.125),16,16,4,1.25,win,East Grand,Ashland District,32,1,X,,,East Grand,Ashland District,48,36,2026-02-02T11:38:32Z
1/22/2026,Boys,20492,East Grand,Ashland District,S,North,North-S,North-S,14,9,2-14-0 (0.125),16,16,4,1.25,win,East Grand,Ashland District,32,1,X,,,Ashland District,East Grand,33,38,2026-02-02T11:38:32Z
1/6/2026,Girls,20495,Ashland District,Van Buren District,S,North,North-S,North-S,10,5,9-8-0 (0.529),17,18,16.222222,39.320985,win,Ashland District,Van Buren District,32,12.666666,X,,,Ashland District,Van Buren District,47,32,2026-02-02T11:38:32Z
12/15/2025,Girls,20497,Katahdin HS,Ashland District,S,North,North-S,North-S,3,2,15-2-0 (0.882),17,18,27.666666,89.99999556,win,Katahdin HS,Ashland District,32,16.222222,X,,,Ashland District,Katahdin HS,28,36,2026-02-02T11:38:32Z
12/17/2025,Girls,20499,Wisdom HS,Ashland District,S,North,North-S,North-S,4,1,16-1-0 (0.941),17,18,29,112.2839461,win,Wisdom HS,Ashland District,32,16.222222,X,,,Wisdom HS,Ashland District,39,31,2026-02-02T11:38:32Z
12/30/2025,Girls,20501,Ashland District,East Grand,S,North,North-S,North-S,8,5,9-8-0 (0.529),17,18,16.222222,39.320985,win,Ashland District,East Grand,32,1,X,,,East Grand,Ashland District,15,63,2026-02-02T11:38:32Z
1/8/2026,Girls,20503,Katahdin HS,Ashland District,S,North,North-S,North-S,10,2,15-2-0 (0.882),17,18,27.666666,89.99999556,win,Katahdin HS,Ashland District,32,16.222222,X,,,Katahdin HS,Ashland District,31,24,2026-02-02T11:38:32Z
1/13/2026,Girls,20505,Wisdom HS,Ashland District,S,North,North-S,North-S,13,1,16-1-0 (0.941),17,18,29,112.2839461,win,Wisdom HS,Ashland District,32,16.222222,X,,,Ashland District,Wisdom HS,24,69,2026-02-02T11:38:32Z
1/22/2026,Girls,20507,Ashland District,East Grand,S,North,North-S,North-S,14,5,9-8-0 (0.529),17,18,16.222222,39.320985,win,Ashland District,East Grand,32,1,X,,,Ashland District,East Grand,52,12,2026-02-02T11:38:32Z
1/24/2026,Boys,20509,Calais,Houlton HS,C,North,North-C,North-C,13,8,6-10-0 (0.375),16,18,11.777777,30.67901111,win,Calais,Houlton HS,36,1,X,,,Houlton HS,Calais,58,83,2026-02-02T11:38:32Z
12/4/2025,Boys,20513,Penobscot Valley,Calais,D,North,North-D,North-C,1,9,10-7-0 (0.588),17,18,19.333333,62.65431722,win,Penobscot Valley,Calais,36,11.777777,X,,,Penobscot Valley,Calais,52,51,2026-02-02T11:38:32Z
12/12/2025,Girls,20554,Penobscot Valley,Calais,D,North,North-D,North-C,1,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Calais,36,13.444444,X,,,Penobscot Valley,Calais,79,31,2026-02-02T11:38:32Z
12/17/2025,Girls,20568,Penobscot Valley,Penquis Valley HS,D,North,North-D,North-D,3,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Penquis Valley HS,34,9.222222,X,,,Penobscot Valley,Penquis Valley HS,73,18,2026-02-02T11:38:32Z
12/22/2025,Girls,20570,Mattanawcook Academy,Penobscot Valley,C,North,North-C,North-D,6,1,17-0-0 (1.000),17,18,33.888888,147.6543172,win,Mattanawcook Academy,Penobscot Valley,34,23.111111,X,,,Mattanawcook Academy,Penobscot Valley,55,46,2026-02-02T11:38:32Z
1/10/2026,Girls,20577,Bangor Christian,Penobscot Valley,D,North,North-D,North-D,12,1,17-0-0 (1.000),17,18,31.666666,165.8024656,win,Bangor Christian,Penobscot Valley,34,23.111111,X,,,Penobscot Valley,Bangor Christian,53,62,2026-02-02T11:38:32Z
1/12/2026,Girls,20579,Penobscot Valley,Lee Academy,D,North,North-D,North-D,10,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Lee Academy,34,6,X,,,Penobscot Valley,Lee Academy,80,13,2026-02-02T11:38:32Z
1/14/2026,Girls,20581,Penobscot Valley,Penquis Valley HS,D,North,North-D,North-D,11,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Penquis Valley HS,34,9.222222,X,,,Penquis Valley HS,Penobscot Valley,19,79,2026-02-02T11:38:32Z
1/19/2026,Girls,20583,Penobscot Valley,Stearns Sr.,D,North,North-D,North-D,12,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Stearns Sr.,34,13.555555,X,,,Stearns Sr.,Penobscot Valley,36,90,2026-02-02T11:38:32Z
1/27/2026,Girls,20587,Bangor Christian,Penobscot Valley,D,North,North-D,North-D,16,1,17-0-0 (1.000),17,18,31.666666,165.8024656,win,Bangor Christian,Penobscot Valley,34,23.111111,X,,,Bangor Christian,Penobscot Valley,41,33,2026-02-02T11:38:32Z
2/2/2026,Girls,20590,Penobscot Valley,Stearns Sr.,D,North,North-D,North-D,17,5,12-4-0 (0.750),16,18,23.111111,82.83950389,normal,,,,,,,,Penobscot Valley,Stearns Sr.,,,2026-02-02T11:38:32Z
2/4/2026,Girls,20593,Mattanawcook Academy,Penobscot Valley,C,North,North-C,North-D,18,1,17-0-0 (1.000),17,18,33.888888,147.6543172,normal,,,,,,,,Mattanawcook Academy,Penobscot Valley,,,2026-02-02T11:38:32Z
1/29/2026,Girls,20598,Penobscot Valley,Schenck,D,North,North-D,North-D,15,5,12-4-0 (0.750),16,18,23.111111,82.83950389,win,Penobscot Valley,Schenck,34,9.555555,X,,,Schenck,Penobscot Valley,21,76,2026-02-02T11:38:32Z
12/9/2025,Boys,20605,Camden Hills Regional,Hampden Academy,A,North,North-A,North-A,2,1,15-1-0 (0.938),16,18,33.111111,144.3209833,win,Camden Hills Regional,Hampden Academy,40,17.555555,X,,,Hampden Academy,Camden Hills Regional,48,56,2026-02-02T11:38:32Z
1/19/2026,Girls,20663,Camden Hills Regional,Hampden Academy,A,North,North-A,North-A,13,2,13-3-0 (0.813),16,18,28.666666,104.8148128,win,Camden Hills Regional,Hampden Academy,40,26.111111,X,,,Hampden Academy,Camden Hills Regional,30,44,2026-02-02T11:38:32Z
12/9/2025,Boys,20670,Stearns Sr.,Penobscot Valley,D,North,North-D,North-D,2,10,10-6-0 (0.625),16,18,19,54.44444167,win,Stearns Sr.,Penobscot Valley,34,19.333333,X,,,Penobscot Valley,Stearns Sr.,49,52,2026-02-02T11:38:32Z
12/11/2025,Boys,20674,Mattanawcook Academy,Penobscot Valley,C,North,North-C,North-D,3,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Penobscot Valley,34,19.333333,X,,,Mattanawcook Academy,Penobscot Valley,70,45,2026-02-02T11:38:32Z
1/8/2026,Boys,20676,Penobscot Valley,Penquis Valley HS,D,North,North-D,North-D,9,9,10-7-0 (0.588),17,18,19.333333,62.65431722,win,Penobscot Valley,Penquis Valley HS,34,3.777777,X,,,Penobscot Valley,Penquis Valley HS,56,19,2026-02-02T11:38:32Z
1/20/2026,Boys,20678,Penobscot Valley,Lee Academy,D,North,North-D,North-D,12,9,10-7-0 (0.588),17,18,19.333333,62.65431722,win,Penobscot Valley,Lee Academy,34,3.777777,X,,,Penobscot Valley,Lee Academy,70,34,2026-02-02T11:38:32Z
1/24/2026,Boys,20680,Penobscot Valley,Penquis Valley HS,D,North,North-D,North-D,14,9,10-7-0 (0.588),17,18,19.333333,62.65431722,win,Penobscot Valley,Penquis Valley HS,34,3.777777,X,,,Penquis Valley HS,Penobscot Valley,20,40,2026-02-02T11:38:32Z
1/29/2026,Boys,20682,Mattanawcook Academy,Penobscot Valley,C,North,North-C,North-D,16,3,14-3-0 (0.824),17,18,27.777777,104.4444411,win,Mattanawcook Academy,Penobscot Valley,34,19.333333,X,,,Penobscot Valley,Mattanawcook Academy,59,65,2026-02-02T11:38:32Z
2/5/2026,Boys,20684,Penobscot Valley,Lee Academy,D,North,North-D,North-D,18,9,10-7-0 (0.588),17,18,19.333333,62.65431722,normal,,,,,,,,Penobscot Valley,Lee Academy,,,2026-02-02T11:38:32Z
12/18/2025,Boys,20704,Greely,Cape Elizabeth,B,South,South-B,South-B,5,12,5-11-0 (0.313),16,18,10.555555,19.62962889,win,Greely,Cape Elizabeth,38,14.333333,X,,,Greely,Cape Elizabeth,33,30,2026-02-02T11:38:32Z
12/20/2025,Boys,20706,York,Greely,B,South,South-B,South-B,6,1,15-1-0 (0.938),16,18,31.888888,119.7530828,win,York,Greely,38,10.555555,X,,,York,Greely,66,48,2026-02-02T11:38:32Z
12/22/2025,Boys,20708,Freeport,Greely,B,South,South-B,South-B,6,13,4-12-0 (0.250),16,18,8.444444,12.83950556,win,Freeport,Greely,38,10.555555,X,,,Greely,Freeport,42,51,2026-02-02T11:38:32Z
1/6/2026,Boys,20710,Lewiston,Greely,A,North,North-A,South-B,8,4,9-7-0 (0.563),16,18,19.777777,65.49382444,win,Lewiston,Greely,38,10.555555,X,,,Lewiston,Greely,61,40,2026-02-02T11:38:32Z
1/27/2026,Boys,20712,York,Greely,B,South,South-B,South-B,15,1,15-1-0 (0.938),16,18,31.888888,119.7530828,win,York,Greely,38,10.555555,X,,,Greely,York,35,65,2026-02-02T11:38:32Z
12/4/2025,Girls,20716,Brunswick,Greely,A,North,North-A,South-B,1,6,6-10-0 (0.375),16,18,13.111111,41.11111,win,Brunswick,Greely,38,25.333333,X,,,Greely,Brunswick,36,37,2026-02-02T11:38:32Z
12/20/2025,Girls,20718,Greely,York,B,South,South-B,South-B,6,4,12-4-0 (0.750),16,18,25.333333,91.85185,win,Greely,York,38,21,X,,,Greely,York,40,38,2026-02-02T11:38:32Z
12/27/2025,Girls,20720,Greely,Freeport,B,South,South-B,South-B,7,4,12-4-0 (0.750),16,18,25.333333,91.85185,win,Greely,Freeport,38,17,X,,,Freeport,Greely,35,46,2026-02-02T11:38:32Z
1/6/2026,Girls,20722,Lewiston,Greely,A,North,North-A,South-B,8,7,8-8-0 (0.500),16,18,17.666666,40.43209722,win,Lewiston,Greely,38,25.333333,X,,,Greely,Lewiston,34,36,2026-02-02T11:38:32Z
1/27/2026,Girls,20724,York,Greely,B,South,South-B,South-B,15,3,10-6-0 (0.625),16,18,21,94.69135556,win,York,Greely,38,25.333333,X,,,York,Greely,55,49,2026-02-02T11:38:32Z
1/30/2026,Girls,20726,Greely,Freeport,B,South,South-B,South-B,16,4,12-4-0 (0.750),16,18,25.333333,91.85185,win,Greely,Freeport,38,17,X,,,Greely,Freeport,38,37,2026-02-02T11:38:32Z
12/16/2025,Boys,20862,Lewiston,Brewer,A,North,North-A,North-A,4,4,9-7-0 (0.563),16,18,19.777777,65.49382444,win,Lewiston,Brewer,40,13.111111,X,,,Lewiston,Brewer,56,39,2026-02-02T11:38:32Z
1/8/2026,Boys,20864,Lewiston,Messalonskee,A,North,North-A,North-A,9,4,9-7-0 (0.563),16,18,19.777777,65.49382444,win,Lewiston,Messalonskee,40,8.666666,X,,,Lewiston,Messalonskee,70,44,2026-02-02T11:38:32Z
12/27/2025,Boys,20866,Lewiston,Hampden Academy,A,North,North-A,North-A,5,4,9-7-0 (0.563),16,18,19.777777,65.49382444,win,Lewiston,Hampden Academy,40,17.555555,X,,,Lewiston,Hampden Academy,48,46,2026-02-02T11:38:32Z
2/3/2026,Boys,20869,Lewiston,Mount Blue,A,North,North-A,North-A,17,4,9-7-0 (0.563),16,18,19.777777,65.49382444,normal,,,,,,,,Lewiston,Mount Blue,,,2026-02-02T11:38:32Z
12/8/2025,Girls,20871,Lewiston,Mount Blue,A,North,North-A,North-A,2,7,8-8-0 (0.500),16,18,17.666666,40.43209722,win,Lewiston,Mount Blue,40,1,X,,,Lewiston,Mount Blue,73,20,2026-02-02T11:38:32Z
12/27/2025,Girls,20873,Hampden Academy,Lewiston,A,North,North-A,North-A,5,3,12-4-0 (0.750),16,18,26.111111,102.3456767,win,Hampden Academy,Lewiston,40,17.666666,X,,,Hampden Academy,Lewiston,45,27,2026-02-02T11:38:32Z
1/13/2026,Girls,20875,Lewiston,Skowhegan Area,A,North,North-A,North-A,11,7,8-8-0 (0.500),16,18,17.666666,40.43209722,win,Lewiston,Skowhegan Area,40,15.555555,X,,,Lewiston,Skowhegan Area,49,44,2026-02-02T11:38:32Z
1/19/2026,Girls,20877,Lewiston,Messalonskee,A,North,North-A,North-A,13,7,8-8-0 (0.500),16,18,17.666666,40.43209722,win,Lewiston,Messalonskee,40,6.666666,X,,,Lewiston,Messalonskee,68,36,2026-02-02T11:38:32Z
